item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating,total_sales,gross_margin,net_sales
Regular,FDW39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036910398,6.69,175.037,1.0,175.037,35.007400000000004,140.02960000000002
Low Fat,FDW10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.118297605,21.2,175.037,4.0,175.037,35.007400000000004,140.02960000000002
Regular,DRC36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044984874,13.0,175.0054,4.0,175.0054,35.00108,140.00432
Regular,FDJ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.106307146,12.3,174.9396,4.2,174.9396,34.98792,139.95168
Low Fat,NCJ43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027069402,6.635,174.9396,4.5,174.9396,34.98792,139.95168
Low Fat,FDR21,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.112036236,19.7,174.937,4.0,174.937,34.9874,139.9496
Low Fat,NCY18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.052141447,7.285,174.9054,3.3,174.9054,34.98108,139.92432
Low Fat,DRH01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.097904029,17.5,174.8738,3.9,174.8738,34.974759999999996,139.89903999999999
Low Fat,FDW10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.071076055,21.2,174.837,4.7,174.837,34.9674,139.8696
Low Fat,FDR21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066922802,19.7,174.837,4.7,174.837,34.9674,139.8696
Regular,FDM25,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060654268,10.695,174.7712,4.0,174.7712,34.95424,139.81696
Low Fat,FDR23,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0,15.85,174.737,4.0,174.737,34.9474,139.7896
Low Fat,DRJ47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044250304,18.25,174.708,3.9,174.708,34.9416,139.7664
Regular,FDT19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.14492016,7.59,174.708,4.0,174.708,34.9416,139.7664
Low Fat,NCY18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031201465,7.285,174.7054,4.5,174.7054,34.94108,139.76432
Low Fat,FDY09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.042179884,15.6,174.7054,4.2,174.7054,34.94108,139.76432
Regular,FDW60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.017047751,5.44,174.637,4.0,174.637,34.9274,139.7096
Low Fat,NCY18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.031327839,7.285,174.6054,4.0,174.6054,34.92108,139.68432
Regular,FDB02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029158763,9.695,174.537,4.3,174.537,34.9074,139.6296
Low Fat,FDA34,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014883661,11.5,174.508,4.0,174.508,34.9016,139.6064
Low Fat,NCL54,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.083221904,12.6,174.5054,3.6,174.5054,34.90108,139.60432
Regular,FDL24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024998007,10.3,174.4422,4.0,174.4422,34.88844,139.55376
Low Fat,DRF23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.122901056,4.61,174.4396,4.0,174.4396,34.88792,139.55168
LF,FDR21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.066879757,19.7,174.437,2.9,174.437,34.88740000000001,139.5496
Low Fat,FDJ46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044814962,11.1,174.4054,3.5,174.4054,34.88108,139.52432
Low Fat,FDY09,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.025342692,15.6,174.3054,5.0,174.3054,34.86108,139.44432
Low Fat,NCY18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.031125709,7.285,174.3054,2.4,174.3054,34.86108,139.44432
Low Fat,FDZ38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008033611,17.6,174.2422,4.3,174.2422,34.848440000000004,139.39376
Regular,FDU19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046844194,8.77,174.2422,4.0,174.2422,34.848440000000004,139.39376
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044430561,18.25,174.208,5.0,174.208,34.8416,139.3664
Low Fat,FDI45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037574137,13.1,174.2054,4.2,174.2054,34.84108,139.36432
Low Fat,FDJ46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044823438,11.1,174.2054,3.6,174.2054,34.84108,139.36432
Regular,FDQ25,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.047329385,8.63,174.1422,4.2,174.1422,34.82844,139.31376
Regular,DRC36,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.045239326,13.0,174.1054,3.9,174.1054,34.82108,139.28432
Regular,FDM25,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.060615254,10.695,174.0712,3.9,174.0712,34.814240000000005,139.25696
Low Fat,DRI01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.034452949,7.97,174.0422,4.0,174.0422,34.808440000000004,139.23376000000002
Low Fat,NCC18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.177270016,19.1,174.0422,4.0,174.0422,34.808440000000004,139.23376000000002
Low Fat,NCY54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.177971115,8.43,174.0422,4.3,174.0422,34.808440000000004,139.23376000000002
Low Fat,NCJ43,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.027222517,6.635,174.0396,4.0,174.0396,34.80792,139.23168
Low Fat,FDJ46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04500603,11.1,174.0054,4.8,174.0054,34.801080000000006,139.20432
Regular,FDQ25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028391879,8.63,173.9422,4.3,173.9422,34.78844,139.15376
Regular,FDU19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.046771477,8.77,173.9422,4.3,173.9422,34.78844,139.15376
Low Fat,NCC18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.177629525,19.1,173.9422,5.0,173.9422,34.78844,139.15376
Low Fat,DRM23,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.227189581,16.6,173.9422,4.2,173.9422,34.78844,139.15376
Low Fat,FDA34,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014921093,11.5,173.908,3.5,173.908,34.7816,139.1264
Low Fat,FDI45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037734334,13.1,173.9054,4.1,173.9054,34.781079999999996,139.12431999999998
Low Fat,FDH19,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.033275634,19.35,173.8738,5.0,173.8738,34.77476,139.09904
Regular,FDM25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.060912865,10.695,173.8712,4.2,173.8712,34.77424,139.09696
reg,FDU19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046962004,8.77,173.8422,3.7,173.8422,34.76844,139.07376
Low Fat,DRF23,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,4.61,173.8396,3.0,173.8396,34.76792,139.07168
Low Fat,FDA31,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.110633958,7.1,173.808,2.6,173.808,34.7616,139.0464
Low Fat,FDI45,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037793818,13.1,173.8054,4.0,173.8054,34.76108,139.04432
Regular,FDG33,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.140213762,5.365,173.7764,4.0,173.7764,34.75528,139.02112
Regular,FDM25,Breakfast,2011,OUT010,Tier 3,High,Grocery Store,0.10154201,10.695,173.7712,4.0,173.7712,34.75424,139.01695999999998
Low Fat,FDZ38,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.008046275,17.6,173.7422,4.4,173.7422,34.74844,138.99376
Low Fat,DRI01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,7.97,173.7422,2.4,173.7422,34.74844,138.99376
Regular,FDJ44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.106928681,12.3,173.7396,4.0,173.7396,34.74792,138.99168
Regular,FDG33,Seafood,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.141033536,5.365,173.6764,4.0,173.6764,34.73528,138.94112
Regular,FDJ58,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.176244038,15.6,173.6764,4.5,173.6764,34.73528,138.94112
Regular,FDG35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,21.2,173.6738,4.1,173.6738,34.73476,138.93904
Regular,FDU19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,8.77,173.6422,4.1,173.6422,34.72844,138.91376
Low Fat,NCY18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031145743,7.285,173.6054,4.0,173.6054,34.72108,138.88432
Regular,DRC36,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,13.0,173.6054,4.0,173.6054,34.72108,138.88432
Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081794766,9.1,173.6054,4.2,173.6054,34.72108,138.88432
Regular,FDG33,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.140811559,5.365,173.5764,4.0,173.5764,34.71528,138.86112
Low Fat,FDK44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.122204371,16.6,173.5738,4.1,173.5738,34.714760000000005,138.85904
Regular,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00704098,21.2,173.5738,4.9,173.5738,34.714760000000005,138.85904
Regular,FDI10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078526225,8.51,173.5422,3.5,173.5422,34.70844,138.83376
Regular,FDM36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058822142,11.65,173.5422,4.0,173.5422,34.70844,138.83376
Low Fat,DRI51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.042480566,17.25,173.4764,4.0,173.4764,34.695280000000004,138.78112000000002
Regular,FDG33,Seafood,2011,OUT010,Tier 3,High,Grocery Store,0.234733477,5.365,173.4764,4.1,173.4764,34.695280000000004,138.78112000000002
Low Fat,DRJ47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.04421348,18.25,173.408,4.0,173.408,34.681599999999996,138.72639999999998
Regular,FDV11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.136695145,9.1,173.4054,4.1,173.4054,34.68108,138.72431999999998
Low Fat,DRI51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042233642,17.25,173.3764,4.0,173.3764,34.67528,138.70112
Low Fat,FDK44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,16.6,173.3738,4.0,173.3738,34.67476,138.69904
Low Fat,DRM23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.136500981,16.6,173.3422,5.0,173.3422,34.66844,138.67376
Regular,FDR12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031663212,12.6,173.2764,4.0,173.2764,34.65528,138.62112
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105276162,15.6,173.2764,5.0,173.2764,34.65528,138.62112
Regular,FDJ44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.106542886,12.3,173.2396,4.2,173.2396,34.64792,138.59168
Low Fat,NCY18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.031151633,7.285,173.2054,4.6,173.2054,34.64108,138.56432
Regular,FDV11,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,9.1,173.2054,4.0,173.2054,34.64108,138.56432
Low Fat,DRI51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042413704,17.25,173.1764,5.0,173.1764,34.63528,138.54112
Low Fat,NCC18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.177992139,19.1,173.1422,4.0,173.1422,34.628440000000005,138.51376
Regular,FDJ44,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.17797002,12.3,173.1396,1.0,173.1396,34.62792,138.51168
Low Fat,NCJ43,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.045308629,6.635,173.1396,4.0,173.1396,34.62792,138.51168
Regular,FDT19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.145335007,7.59,173.108,4.5,173.108,34.6216,138.4864
Low Fat,FDK44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.122918852,16.6,173.0738,3.0,173.0738,34.614760000000004,138.45904000000002
Regular,FDL24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.024875871,10.3,173.0422,3.8,173.0422,34.60844,138.43376
Low Fat,FDV02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06063976,16.75,173.0106,4.0,173.0106,34.602120000000006,138.40848
Regular,FDR12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.031598706,12.6,172.9764,4.0,172.9764,34.59528,138.38112
Low Fat,DRH01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.098102581,17.5,172.9738,3.9,172.9738,34.59476,138.37904
reg,FDI10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.078339081,8.51,172.9422,4.5,172.9422,34.588440000000006,138.35376000000002
Low Fat,DRM23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.135620265,16.6,172.9422,4.0,172.9422,34.588440000000006,138.35376000000002
Low Fat,FDA31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.109990885,7.1,172.908,4.2,172.908,34.5816,138.32639999999998
Regular,FDT19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14526636,7.59,172.908,4.5,172.908,34.5816,138.32639999999998
Regular,FDJ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.106327251,12.3,172.8396,4.3,172.8396,34.56792,138.27168
Low Fat,DRF23,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.205294827,4.61,172.8396,3.5,172.8396,34.56792,138.27168
Regular,FDT19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.145631695,7.59,172.808,3.6,172.808,34.5616,138.2464
Regular,FDG33,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,0.140524691,5.365,172.7764,2.0,172.7764,34.55528,138.22111999999998
Regular,FDJ58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.10589167,15.6,172.6764,4.3,172.6764,34.53528,138.14112
Regular,FDG08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.165616415,13.15,172.6764,4.1,172.6764,34.53528,138.14112
Low Fat,NCF54,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.047645037,18.0,172.6422,4.0,172.6422,34.52844,138.11376
Regular,FDR12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.031713126,12.6,172.5764,4.0,172.5764,34.515280000000004,138.06112000000002
Low Fat,FDH19,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033082215,19.35,172.5738,3.9,172.5738,34.51476,138.05904
Regular,FDQ25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028320655,8.63,172.5422,4.0,172.5422,34.50844,138.03376
Low Fat,DRF23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.123346085,4.61,172.5396,4.2,172.5396,34.507920000000006,138.03168
Low Fat,FDC45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.135707553,17.0,172.5106,4.0,172.5106,34.502120000000005,138.00848000000002
Regular,FDO52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.077164595,11.6,172.5106,3.7,172.5106,34.502120000000005,138.00848000000002
Low Fat,FDH19,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.033060937,19.35,172.4738,4.0,172.4738,34.49476000000001,137.97904
Low Fat,NCC18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.178272728,19.1,172.4422,3.8,172.4422,34.488440000000004,137.95376000000002
Low Fat,FDQ10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03324652,12.85,172.4422,5.0,172.4422,34.488440000000004,137.95376000000002
LF,NCC18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.177545624,19.1,172.4422,4.4,172.4422,34.488440000000004,137.95376000000002
Low Fat,DRF23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122843005,4.61,172.4396,4.0,172.4396,34.48792,137.95168
Low Fat,FDV02,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.060668416,16.75,172.4106,4.0,172.4106,34.48212,137.92847999999998
Regular,FDO52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.077100381,11.6,172.4106,4.0,172.4106,34.48212,137.92847999999998
Regular,FDO52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.077284566,11.6,172.4106,5.0,172.4106,34.48212,137.92847999999998
Regular,FDD47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.142383847,7.6,172.3448,4.1,172.3448,34.46896,137.87583999999998
Regular,FDD47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.142632186,7.6,172.3448,4.4,172.3448,34.46896,137.87583999999998
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497,19.1,172.3422,5.0,172.3422,34.46844,137.87376
Regular,FDL24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.02494708,10.3,172.3422,4.2,172.3422,34.46844,137.87376
Low Fat,FDQ10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033230816,12.85,172.3422,4.3,172.3422,34.46844,137.87376
LF,DRG36,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095360186,14.15,172.3106,3.3,172.3106,34.46212,137.84848
Low Fat,NCE43,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.10402738,12.5,172.2448,4.1,172.2448,34.44896,137.79584
Regular,FDF57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.058827383,14.5,172.2448,4.3,172.2448,34.44896,137.79584
Low Fat,DRI01,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.057667173,7.97,172.1422,3.0,172.1422,34.42844,137.71376
Low Fat,NCG54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079806266,12.1,172.1106,4.0,172.1106,34.42212,137.68848
LF,FDA31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110459828,7.1,172.108,4.2,172.108,34.421600000000005,137.6864
Low Fat,FDA34,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01484819,11.5,172.108,4.0,172.108,34.421600000000005,137.6864
Regular,FDG33,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,0.140123575,5.365,172.0764,4.2,172.0764,34.41528,137.66112
Regular,FDG08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.165221717,13.15,172.0764,1.0,172.0764,34.41528,137.66112
Low Fat,FDH19,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03322326,19.35,172.0738,4.0,172.0738,34.41476,137.65904
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,7.97,172.0422,5.0,172.0422,34.408440000000006,137.63376
Regular,FDM36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.059063036,11.65,172.0422,3.9,172.0422,34.408440000000006,137.63376
Low Fat,FDQ10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033172957,12.85,172.0422,3.6,172.0422,34.408440000000006,137.63376
Low Fat,DRM23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.135944247,16.6,172.0422,3.6,172.0422,34.408440000000006,137.63376
Regular,FDL24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024935297,10.3,172.0422,2.5,172.0422,34.408440000000006,137.63376
Regular,FDG08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0,13.15,171.9764,4.2,171.9764,34.39528000000001,137.58112
Regular,FDD47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.142410775,7.6,171.9448,4.0,171.9448,34.38896,137.55584
Regular,FDM36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.058730831,11.65,171.9422,4.3,171.9422,34.38844,137.55376
Regular,FDG08,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.165694678,13.15,171.8764,4.0,171.8764,34.37528,137.50112
Regular,FDW44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.035151215,9.5,171.8448,4.0,171.8448,34.36896,137.47584
Regular,FDD47,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.238366442,7.6,171.8448,4.0,171.8448,34.36896,137.47584
Low Fat,DRI01,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.034424278,7.97,171.8422,4.2,171.8422,34.36844,137.47376
Low Fat,NCC18,Household,2011,OUT010,Tier 3,High,Grocery Store,0.296713665,19.1,171.8422,4.2,171.8422,34.36844,137.47376
Low Fat,DRG36,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.095298849,14.15,171.8106,4.4,171.8106,34.36212,137.44848
Low Fat,FDA34,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.014944614,11.5,171.808,3.8,171.808,34.3616,137.44639999999998
Low Fat,DRH01,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.098457814,17.5,171.7738,3.4,171.7738,34.35476,137.41904
reg,FDD47,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.142699588,7.6,171.7448,4.2,171.7448,34.34896,137.39584
Low Fat,FDC45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.136008489,17.0,171.7106,4.6,171.7106,34.34212,137.36848
Low Fat,FDA31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.110234793,7.1,171.708,4.0,171.708,34.3416,137.3664
Low Fat,FDQ10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033314389,12.85,171.6422,4.0,171.6422,34.32844,137.31376
Low Fat,FDZ38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.00799436,17.6,171.6422,3.9,171.6422,34.32844,137.31376
Low Fat,NCA29,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027271252,10.5,171.6106,4.8,171.6106,34.322120000000005,137.28848
LF,DRI51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,17.25,171.5764,5.0,171.5764,34.31528,137.26112
Low Fat,FDC45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.135944247,17.0,171.5106,2.2,171.5106,34.30212,137.20848
Low Fat,NCJ30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.080804019,5.82,171.479,4.3,171.479,34.29580000000001,137.1832
Low Fat,DRM23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.136286138,16.6,171.4422,4.2,171.4422,34.28844,137.15376
Low Fat,NCJ30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080968973,5.82,171.379,4.4,171.379,34.2758,137.1032
Regular,FDD47,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.142292265,7.6,171.3448,3.7,171.3448,34.26896,137.07584
Regular,FDW44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035205866,9.5,171.3448,4.2,171.3448,34.26896,137.07584
Low Fat,NCA29,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02727641,10.5,171.3106,4.0,171.3106,34.26212,137.04847999999998
Low Fat,DRI01,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.034647829,7.97,171.2422,4.0,171.2422,34.24844,136.99376
Regular,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.005530516,11.35,171.179,4.9,171.179,34.235800000000005,136.9432
Regular,FDZ25,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.027594064,15.7,171.179,4.0,171.179,34.235800000000005,136.9432
